Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days,Code,Expansion_code,Number_code
390,Hydrapple ex,Stellar-Crown,15.0,249,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Hydrapple-ex-V3-SCR167,"13TH SEPTEMBER, 2024",,"27,62 €","27,04 €","29,07 €",SCR 167,SCR,167
391,Dachsbun ex,Stellar-Crown,18.0,162,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Dachsbun-ex-V3-SCR169,"13TH SEPTEMBER, 2024",,"26,21 €","25,71 €","25,27 €",SCR 169,SCR,169
413,Area Zero Underdepths,Stellar-Crown,11.0,136,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Area-Zero-Underdepths-V2-SCR174,"13TH SEPTEMBER, 2024",,"16,52 €","17,87 €","16,70 €",SCR 174,SCR,174
417,Terapagos ex,Stellar-Crown,17.0,203,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Terapagos-ex-V4-SCR173,"13TH SEPTEMBER, 2024",,"22,99 €","22,39 €","22,05 €",SCR 173,SCR,173
420,Galvantula ex,Stellar-Crown,13.99,203,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Galvantula-ex-V3-SCR168,"13TH SEPTEMBER, 2024",,"25,14 €","24,40 €","26,55 €",SCR 168,SCR,168
447,Lapras,Stellar-Crown,10.25,79,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Lapras-V2-SCR031,"13TH SEPTEMBER, 2024",,,,,SCR 031,SCR,31
448,Raging Bolt,Stellar-Crown,3.5,54,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Raging-Bolt-V2-SCR111,"13TH SEPTEMBER, 2024",,,,,SCR 111,SCR,111
451,Archaludon,Stellar-Crown,16.88,37,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Archaludon-V3-SCR107,"13TH SEPTEMBER, 2024",,,,,SCR 107,SCR,107
453,Archaludon,Stellar-Crown,10.0,6,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Archaludon-V4-SCR107,"13TH SEPTEMBER, 2024",,,,,SCR 107,SCR,107
459,Pikachu ex,Surging-Sparks,6.0,431,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Pikachu-ex-V1-SSP057,"8TH NOVEMBER, 2024",,,,,SSP 057,SSP,57
460,Ceruledge ex,Surging-Sparks,1.7,480,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Ceruledge-ex-SSP036,"8TH NOVEMBER, 2024",,,,,SSP 036,SSP,36
462,Hydreigon ex,Surging-Sparks,1.25,488,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Hydreigon-ex-V1-SSP119,"8TH NOVEMBER, 2024",,,,,SSP 119,SSP,119
463,Latias ex,Surging-Sparks,1.0,422,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Latias-ex-V1-SSP076,"8TH NOVEMBER, 2024",,,,,SSP 076,SSP,76
467,Sylveon ex,Surging-Sparks,0.79,565,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Sylveon-ex-SSP086,"8TH NOVEMBER, 2024",,,,,SSP 086,SSP,86
477,Energy Search Pro,Surging-Sparks,1.5,318,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Energy-Search-Pro-SSP176,"8TH NOVEMBER, 2024",,,,,SSP 176,SSP,176
479,Precious Trolley,Surging-Sparks,1.88,296,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Precious-Trolley-SSP185,"8TH NOVEMBER, 2024",,,,,SSP 185,SSP,185
485,Brilliant Blender,Surging-Sparks,1.0,371,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Brilliant-Blender-SSP164,"8TH NOVEMBER, 2024",,,,,SSP 164,SSP,164
527,Latias ex,Surging-Sparks,4.0,317,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Latias-ex-V2-SSP220,"8TH NOVEMBER, 2024",83.0,"5,62 €","6,24 €","6,76 €",SSP 220,SSP,220
532,Archaludon ex,Surging-Sparks,1.8,316,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Archaludon-ex-V2-SSP224,"8TH NOVEMBER, 2024",15.0,"2,92 €","2,94 €","3,26 €",SSP 224,SSP,224
534,Spheal,Surging-Sparks,2.99,328,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Spheal-V2-SSP199,"8TH NOVEMBER, 2024",0.0,"4,71 €","4,77 €","4,69 €",SSP 199,SSP,199
535,Hydreigon ex,Surging-Sparks,5.0,331,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Hydreigon-ex-V2-SSP223,"8TH NOVEMBER, 2024",5.0,"6,23 €","6,53 €","7,08 €",SSP 223,SSP,223
536,Alolan Dugtrio,Surging-Sparks,3.09,405,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Alolan-Dugtrio-V2-SSP208,"8TH NOVEMBER, 2024",0.0,"4,05 €","4,30 €","4,62 €",SSP 208,SSP,208
537,Vibrava,Surging-Sparks,1.0,377,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Vibrava-V2-SSP206,"8TH NOVEMBER, 2024",0.0,"2,84 €","2,96 €","3,10 €",SSP 206,SSP,206
538,Flygon ex,Surging-Sparks,2.0,288,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Flygon-ex-V2-SSP222,"8TH NOVEMBER, 2024",0.0,"4,14 €","4,25 €","4,03 €",SSP 222,SSP,222
539,Ceruledge,Surging-Sparks,11.85,285,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Ceruledge-V2-SSP197,"8TH NOVEMBER, 2024",0.0,"13,70 €","14,31 €","14,80 €",SSP 197,SSP,197
540,Milotic ex,Surging-Sparks,2.79,307,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Milotic-ex-V2-SSP217,"8TH NOVEMBER, 2024",4.0,"4,19 €","4,36 €","4,39 €",SSP 217,SSP,217
543,Skarmory,Surging-Sparks,7.89,242,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Skarmory-V2-SSP209,"8TH NOVEMBER, 2024",0.0,"9,80 €","9,98 €","9,62 €",SSP 209,SSP,209
546,Phanpy,Surging-Sparks,3.8,251,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Phanpy-V2-SSP205,"8TH NOVEMBER, 2024",0.0,"5,62 €","5,71 €","5,91 €",SSP 205,SSP,205
549,Slakoth,Surging-Sparks,3.75,259,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Slakoth-V2-SSP212,"8TH NOVEMBER, 2024",1.0,"4,90 €","5,04 €","4,84 €",SSP 212,SSP,212
550,Durant ex,Surging-Sparks,0.85,297,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Durant-ex-V2-SSP215,"8TH NOVEMBER, 2024",3.0,"1,56 €","1,69 €","1,69 €",SSP 215,SSP,215
552,Feebas,Surging-Sparks,4.85,228,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Feebas-V2-SSP198,"8TH NOVEMBER, 2024",0.0,"7,22 €","7,26 €","7,19 €",SSP 198,SSP,198
558,Larvesta,Surging-Sparks,1.35,400,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Larvesta-V2-SSP196,"8TH NOVEMBER, 2024",0.0,"2,32 €","2,53 €","2,83 €",SSP 196,SSP,196
559,Stunfisk,Surging-Sparks,0.9,480,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Stunfisk-V2-SSP202,"8TH NOVEMBER, 2024",0.0,"1,86 €","2,24 €","2,52 €",SSP 202,SSP,202
560,Mesprit,Surging-Sparks,7.0,297,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Mesprit-V2-SSP204,"8TH NOVEMBER, 2024",0.0,"9,38 €","9,72 €","9,92 €",SSP 204,SSP,204
565,Cetitan,Surging-Sparks,1.94,311,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Cetitan-V2-SSP201,"8TH NOVEMBER, 2024",0.0,"3,04 €","3,08 €","3,14 €",SSP 201,SSP,201
567,Shiinotic,Surging-Sparks,1.9,300,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Shiinotic-V2-SSP194,"8TH NOVEMBER, 2024",0.0,"3,31 €","3,36 €","3,25 €",SSP 194,SSP,194
570,Flapple,Surging-Sparks,2.0,310,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Flapple-V2-SSP210,"8TH NOVEMBER, 2024",0.0,"3,21 €","3,30 €","3,68 €",SSP 210,SSP,210
572,Exeggcute,Surging-Sparks,2.95,339,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Exeggcute-V2-SSP192,"8TH NOVEMBER, 2024",1.0,"4,90 €","5,01 €","5,24 €",SSP 192,SSP,192
575,Latios,Surging-Sparks,22.0,309,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Latios-V2-SSP203,"8TH NOVEMBER, 2024",0.0,"29,35 €","29,94 €","32,56 €",SSP 203,SSP,203
577,Pikachu ex,Surging-Sparks,18.0,211,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Pikachu-ex-V2-SSP219,"8TH NOVEMBER, 2024",63.0,"25,52 €","25,56 €","24,84 €",SSP 219,SSP,219
583,Vivillon,Surging-Sparks,2.75,310,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Vivillon-V2-SSP193,"8TH NOVEMBER, 2024",0.0,"4,23 €","4,09 €","4,38 €",SSP 193,SSP,193
584,Kecleon,Surging-Sparks,3.0,281,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Kecleon-V2-SSP213,"8TH NOVEMBER, 2024",0.0,"4,80 €","4,42 €","4,38 €",SSP 213,SSP,213
585,Braviary,Surging-Sparks,3.49,338,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Braviary-V2-SSP214,"8TH NOVEMBER, 2024",0.0,"4,70 €","4,81 €","5,09 €",SSP 214,SSP,214
586,Slaking ex,Surging-Sparks,0.99,340,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Slaking-ex-V2-SSP227,"8TH NOVEMBER, 2024",1.0,"1,78 €","1,89 €","2,05 €",SSP 227,SSP,227
587,Palossand ex,Surging-Sparks,1.45,343,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Palossand-ex-V2-SSP221,"8TH NOVEMBER, 2024",0.0,"2,66 €","2,85 €","2,63 €",SSP 221,SSP,221
590,Tatsugiri ex,Surging-Sparks,1.8,354,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Tatsugiri-ex-V2-SSP226,"8TH NOVEMBER, 2024",0.0,"2,63 €","3,06 €","3,03 €",SSP 226,SSP,226
591,Drayton,Surging-Sparks,0.5,326,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Drayton-V2-SSP232,"8TH NOVEMBER, 2024",1.0,"2,22 €","2,29 €","2,18 €",SSP 232,SSP,232
592,Bruxish,Surging-Sparks,0.99,328,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Bruxish-V2-SSP200,"8TH NOVEMBER, 2024",0.0,"2,43 €","2,58 €","2,85 €",SSP 200,SSP,200
593,Appletun,Surging-Sparks,2.4,260,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Appletun-V2-SSP211,"8TH NOVEMBER, 2024",0.0,"3,68 €","3,64 €","3,62 €",SSP 211,SSP,211
605,Black Kyurem ex,Surging-Sparks,3.0,327,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Black-Kyurem-ex-V2-SSP218,"8TH NOVEMBER, 2024",9.0,"4,80 €","4,72 €","4,87 €",SSP 218,SSP,218
612,Alolan Exeggutor ex,Surging-Sparks,3.0,301,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Alolan-Exeggutor-ex-V2-SSP225,"8TH NOVEMBER, 2024",66.0,"4,37 €","4,49 €","4,60 €",SSP 225,SSP,225
613,Lisia's Appeal,Surging-Sparks,3.5,382,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Lisias-Appeal-V2-SSP234,"8TH NOVEMBER, 2024",2.0,"7,63 €","6,34 €","6,62 €",SSP 234,SSP,234
614,Scovillain ex,Surging-Sparks,0.65,341,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Scovillain-ex-V2-SSP216,"8TH NOVEMBER, 2024",0.0,"1,64 €","1,76 €","2,01 €",SSP 216,SSP,216
628,Castform Sunny Form,Surging-Sparks,4.4,283,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Castform-Sunny-Form-V2-SSP195,"8TH NOVEMBER, 2024",0.0,"6,48 €","6,56 €","7,02 €",SSP 195,SSP,195
629,Cyclizar ex,Surging-Sparks,1.5,359,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Cyclizar-ex-V2-SSP228,"8TH NOVEMBER, 2024",0.0,"2,78 €","3,15 €","3,42 €",SSP 228,SSP,228
630,Cyrano,Surging-Sparks,0.88,376,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Cyrano-V2-SSP230,"8TH NOVEMBER, 2024",3.0,"2,26 €","2,06 €","2,21 €",SSP 230,SSP,230
634,Surfer,Surging-Sparks,0.99,399,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Surfer-V2-SSP235,"8TH NOVEMBER, 2024",3.0,"2,23 €","2,28 €","1,90 €",SSP 235,SSP,235
641,Drasna,Surging-Sparks,1.1,398,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Drasna-V2-SSP231,"8TH NOVEMBER, 2024",0.0,"2,88 €","2,34 €","2,38 €",SSP 231,SSP,231
644,Clemont's Quick Wit,Surging-Sparks,1.09,397,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Clemonts-Quick-Wit-V2-SSP229,"8TH NOVEMBER, 2024",0.0,"2,64 €","2,36 €","2,49 €",SSP 229,SSP,229
648,Jasmine's Gaze,Surging-Sparks,2.0,374,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Jasmines-Gaze-V2-SSP233,"8TH NOVEMBER, 2024",0.0,"3,98 €","3,72 €","3,85 €",SSP 233,SSP,233
660,Clobbopus,Surging-Sparks,2.5,365,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Clobbopus-V2-SSP207,"8TH NOVEMBER, 2024",0.0,"3,93 €","3,91 €","4,22 €",SSP 207,SSP,207
671,Night Stretcher,Surging-Sparks,16.0,100,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Night-Stretcher-SSP251,"8TH NOVEMBER, 2024",,"19,63 €","21,22 €","20,48 €",SSP 251,SSP,251
695,Jet Energy,Surging-Sparks,10.0,141,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Jet-Energy-SSP252,"8TH NOVEMBER, 2024",,"12,21 €","12,49 €","12,85 €",SSP 252,SSP,252
696,Pikachu ex,Surging-Sparks,75.99,129,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Pikachu-ex-V4-SSP248,"8TH NOVEMBER, 2024",,"98,75 €","91,38 €","85,72 €",SSP 247,SSP,247
697,Gravity Mountain,Surging-Sparks,11.0,119,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Gravity-Mountain-V2-SSP250,"8TH NOVEMBER, 2024",,"12,88 €","13,53 €","12,81 €",SSP 250,SSP,250
698,Pikachu ex,Surging-Sparks,249.99,192,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Pikachu-ex-V3-SSP238,"8TH NOVEMBER, 2024",,"352,52 €","378,43 €","358,01 €",SSP 238,SSP,238
699,Counter Gain,Surging-Sparks,8.0,126,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Counter-Gain-V2-SSP249,"8TH NOVEMBER, 2024",,"9,33 €","8,52 €","9,42 €",SSP 249,SSP,249
700,Hydreigon ex,Surging-Sparks,49.0,162,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Hydreigon-ex-V3-SSP240,"8TH NOVEMBER, 2024",,"65,33 €","66,54 €","69,90 €",SSP 240,SSP,240
701,Clemont's Quick Wit,Surging-Sparks,13.0,137,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Clemonts-Quick-Wit-V3-SSP243,"8TH NOVEMBER, 2024",,"16,50 €","13,80 €","15,77 €",SSP 243,SSP,243
702,Drayton,Surging-Sparks,11.5,159,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Drayton-V3-SSP244,"8TH NOVEMBER, 2024",,"16,29 €","15,55 €","15,73 €",SSP 244,SSP,244
703,Latias ex,Surging-Sparks,119.0,151,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Latias-ex-V3-SSP239,"8TH NOVEMBER, 2024",,"160,91 €","156,72 €","164,50 €",SSP 239,SSP,239
704,Archaludon ex,Surging-Sparks,16.5,144,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Archaludon-ex-V3-SSP241,"8TH NOVEMBER, 2024",,"19,78 €","20,15 €","20,63 €",SSP 241,SSP,241
705,Alolan Exeggutor ex,Surging-Sparks,14.99,143,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Alolan-Exeggutor-ex-V4-SSP247,"8TH NOVEMBER, 2024",,"20,76 €","22,74 €","22,89 €",SSP 248,SSP,248
706,Alolan Exeggutor ex,Surging-Sparks,29.95,169,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Alolan-Exeggutor-ex-V3-SSP242,"8TH NOVEMBER, 2024",,"40,71 €","42,73 €","45,01 €",SSP 242,SSP,242
707,Durant ex,Surging-Sparks,15.0,88,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Durant-ex-V3-SSP236,"8TH NOVEMBER, 2024",,"25,74 €","26,42 €","22,18 €",SSP 236,SSP,236
708,Milotic ex,Surging-Sparks,75.0,120,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Milotic-ex-V3-SSP237,"8TH NOVEMBER, 2024",,"104,12 €","112,50 €","112,43 €",SSP 237,SSP,237
709,Jasmine's Gaze,Surging-Sparks,20.0,151,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Jasmines-Gaze-V3-SSP245,"8TH NOVEMBER, 2024",,"32,02 €","29,80 €","30,47 €",SSP 245,SSP,245
710,Lisia's Appeal,Surging-Sparks,24.0,197,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Lisias-Appeal-V3-SSP246,"8TH NOVEMBER, 2024",,"46,79 €","34,63 €","38,81 €",SSP 246,SSP,246
716,Terapagos,Surging-Sparks,8.0,28,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Surging-Sparks/Terapagos-V2-SSP161,"8TH NOVEMBER, 2024",,,,,SSP 161,SSP,161
728,Fezandipiti ex,Shrouded-Fable,5.49,342,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fezandipiti-ex-V1-SFA038,"2ND AUGUST, 2024",,,,,SFA 038,SFA,38
749,Fezandipiti ex,Shrouded-Fable,6.9,244,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fezandipiti-ex-V2-SFA084,"2ND AUGUST, 2024",752.0,"9,89 €","9,87 €","9,02 €",SFA 084,SFA,84
764,Colress's Tenacity,Shrouded-Fable,2.0,363,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Colresss-Tenacity-V2-SFA087,"2ND AUGUST, 2024",109.0,"3,82 €","3,31 €","4,02 €",SFA 087,SFA,87
769,Xerosic's Machinations,Shrouded-Fable,1.9,459,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Xerosics-Machinations-V2-SFA089,"2ND AUGUST, 2024",45.0,"2,84 €","2,40 €","2,94 €",SFA 089,SFA,89
770,Pecharunt ex,Shrouded-Fable,2.19,497,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Pecharunt-ex-V2-SFA085,"2ND AUGUST, 2024",90.0,"2,85 €","3,20 €","3,00 €",SFA 085,SFA,85
780,Janine's Secret Art,Shrouded-Fable,1.99,489,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Janines-Secret-Art-V2-SFA088,"2ND AUGUST, 2024",0.0,"3,46 €","2,79 €","3,03 €",SFA 088,SFA,88
782,Cassiopeia,Shrouded-Fable,1.0,519,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cassiopeia-V2-SFA086,"2ND AUGUST, 2024",1.0,"3,33 €","3,06 €","3,12 €",SFA 086,SFA,86
784,Okidogi ex,Shrouded-Fable,0.7,504,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Okidogi-ex-V2-SFA082,"2ND AUGUST, 2024",0.0,"2,69 €","2,64 €","2,57 €",SFA 082,SFA,82
788,Okidogi,Shrouded-Fable,5.0,305,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Okidogi-V2-SFA074,"2ND AUGUST, 2024",0.0,"6,70 €","6,46 €","6,90 €",SFA 074,SFA,74
790,Dusclops,Shrouded-Fable,9.0,179,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Dusclops-V2-SFA069,"2ND AUGUST, 2024",163.0,"12,20 €","12,35 €","12,33 €",SFA 069,SFA,69
793,Kingdra ex,Shrouded-Fable,1.85,547,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Kingdra-ex-V2-SFA080,"2ND AUGUST, 2024",0.0,"3,20 €","3,09 €","3,19 €",SFA 080,SFA,80
794,Duskull,Shrouded-Fable,15.99,180,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Duskull-V2-SFA068,"2ND AUGUST, 2024",147.0,"17,80 €","17,72 €","17,10 €",SFA 068,SFA,68
795,Munkidori ex,Shrouded-Fable,1.0,603,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Munkidori-ex-V2-SFA083,"2ND AUGUST, 2024",0.0,"2,33 €","2,21 €","2,68 €",SFA 083,SFA,83
797,Dusknoir,Shrouded-Fable,12.0,186,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Dusknoir-V2-SFA070,"2ND AUGUST, 2024",225.0,"17,94 €","18,71 €","18,91 €",SFA 070,SFA,70
798,Zorua,Shrouded-Fable,6.5,316,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Zorua-V2-SFA075,"2ND AUGUST, 2024",0.0,"9,31 €","9,00 €","9,68 €",SFA 075,SFA,75
802,Revavroom ex,Shrouded-Fable,0.9,504,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Revavroom-ex-V2-SFA081,"2ND AUGUST, 2024",0.0,"1,66 €","1,64 €","1,82 €",SFA 081,SFA,81
805,Houndoom,Shrouded-Fable,10.0,262,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Houndoom-V2-SFA066,"2ND AUGUST, 2024",0.0,"18,20 €","19,36 €","20,07 €",SFA 066,SFA,66
806,Munkidori,Shrouded-Fable,9.0,239,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Munkidori-V2-SFA072,"2ND AUGUST, 2024",68.0,"11,01 €","11,17 €","11,40 €",SFA 072,SFA,72
807,Cresselia,Shrouded-Fable,8.3,278,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cresselia-V2-SFA071,"2ND AUGUST, 2024",0.0,"10,97 €","11,39 €","11,77 €",SFA 071,SFA,71
809,Cufant,Shrouded-Fable,4.0,299,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cufant-V2-SFA076,"2ND AUGUST, 2024",0.0,"5,88 €","5,94 €","6,09 €",SFA 076,SFA,76
810,Tapu Bulu,Shrouded-Fable,2.99,311,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Tapu-Bulu-V2-SFA065,"2ND AUGUST, 2024",0.0,"4,63 €","4,36 €","4,64 €",SFA 065,SFA,65
811,Persian,Shrouded-Fable,14.0,286,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Persian-V2-SFA078,"2ND AUGUST, 2024",0.0,"23,56 €","23,36 €","26,12 €",SFA 078,SFA,78
812,Horsea,Shrouded-Fable,10.99,284,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Horsea-V2-SFA067,"2ND AUGUST, 2024",0.0,"13,19 €","12,52 €","13,28 €",SFA 067,SFA,67
813,Bewear,Shrouded-Fable,2.0,283,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Bewear-V2-SFA079,"2ND AUGUST, 2024",0.0,"4,87 €","4,55 €","4,86 €",SFA 079,SFA,79
814,Fraxure,Shrouded-Fable,4.25,245,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fraxure-V2-SFA077,"2ND AUGUST, 2024",0.0,"6,30 €","6,17 €","6,08 €",SFA 077,SFA,77
815,Fezandipiti,Shrouded-Fable,4.99,307,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fezandipiti-V2-SFA073,"2ND AUGUST, 2024",0.0,"6,82 €","6,35 €","6,92 €",SFA 073,SFA,73
