Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days
Live Code Card (Cleffa Blister) (TEF),Temporal-Forces,"0,02 €",217,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Cleffa-Blister-TEF,"22ND MARCH, 2024",,,,
Live Code Card (Baxcalibur Blister) (TEF),Temporal-Forces,"0,05 €",71,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Baxcalibur-Blister-TEF,"22ND MARCH, 2024",,,,
Raging Bolt ex (TEF 123),Temporal-Forces,"0,50 €",128,Oversized,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Raging-Bolt-ex-V5-TEF123,"22ND MARCH, 2024",,,,
Relicanth (TEF 084),Temporal-Forces,"0,02 €",552,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Relicanth-V3-TEF084,"22ND MARCH, 2024",,,,
Iron Crown ex (TEF 081),Temporal-Forces,"0,50 €",236,Oversized,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Crown-ex-V5-TEF081,"22ND MARCH, 2024",,,,
Live Code Card (Togekiss Blister) (TEF),Temporal-Forces,"0,05 €",26,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Togekiss-Blister-TEF,"22ND MARCH, 2024",,,,
Live Code Card (Bellibolt Blister) (TEF),Temporal-Forces,"0,04 €",53,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Bellibolt-Blister-TEF,"22ND MARCH, 2024",,,,
Live Code Card (Cyclizar Blister) (TEF),Temporal-Forces,"0,02 €",197,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Cyclizar-Blister-TEF,"22ND MARCH, 2024",,,,
Koraidon (TEF 119),Temporal-Forces,"14,00 €",19,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Koraidon-V5-TEF119,"22ND MARCH, 2024",,,,
Raging Bolt ex (TEF 123),Temporal-Forces,"3,00 €",2,Oversized,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Raging-Bolt-ex-V6-TEF123,"22ND MARCH, 2024",,,,
Live Code Card (Togekiss Premium Checklane Blister) (TEF),Temporal-Forces,,0,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Togekiss-Premium-Checklane-Blister-TEF,"22ND MARCH, 2024",,,,
Live Code Card (Walking Wake Pokémon Center Elite Trainer Box) (TEF),Temporal-Forces,"1,80 €",2,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Walking-Wake-Pokemon-Center-Elite-Trainer-Box-TEF,"22ND MARCH, 2024",,,,
Live Code Card (Iron Leaves Pokémon Center Elite Trainer Box) (TEF),Temporal-Forces,"0,50 €",3,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Iron-Leaves-Pokemon-Center-Elite-Trainer-Box-TEF,"22ND MARCH, 2024",,,,
Koraidon (TEF 119),Temporal-Forces,"7,50 €",34,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Koraidon-V3-TEF119,"22ND MARCH, 2024",,,,
Live Code Card (Baxcalibur Premium Checklane Blister) (TEF),Temporal-Forces,,0,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Live-Code-Card-Baxcalibur-Premium-Checklane-Blister-TEF,"22ND MARCH, 2024",,,,
Live Code Card (Booster) (PAF),Paldean-Fates,"0,02 €",8279,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Live-Code-Card-Booster-PAF,"26TH JANUARY, 2024",,,,
Nest Ball (PAF 084),Paldean-Fates,"0,02 €",6330,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nest-Ball-PAF084,"26TH JANUARY, 2024",,,,
Iono (PAF 080),Paldean-Fates,"0,02 €",11729,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Iono-V1-PAF080,"26TH JANUARY, 2024",,,,
Ultra Ball (PAF 091),Paldean-Fates,"0,02 €",8572,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ultra-Ball-PAF091,"26TH JANUARY, 2024",,,,
Rare Candy (PAF 089),Paldean-Fates,"0,02 €",11463,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Rare-Candy-PAF089,"26TH JANUARY, 2024",,,,
Pawmi (PAF 226),Paldean-Fates,"0,04 €",5076,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pawmi-V2-PAF226,"26TH JANUARY, 2024",,,,
Palafin (PAF 225),Paldean-Fates,"0,03 €",4897,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Palafin-V2-PAF225,"26TH JANUARY, 2024",,,,
Wugtrio (PAF 224),Paldean-Fates,"0,02 €",4742,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Wugtrio-V2-PAF224,"26TH JANUARY, 2024",,,,
Squawkabilly ex (PAF 075),Paldean-Fates,"0,10 €",1650,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Squawkabilly-ex-V1-PAF075,"26TH JANUARY, 2024",,,,
Charizard ex (PAF 054),Paldean-Fates,"1,25 €",1174,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charizard-ex-V1-PAF054,"26TH JANUARY, 2024",,,,
Noivern ex (PAF 069),Paldean-Fates,"0,08 €",2563,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Noivern-ex-V1-PAF069,"26TH JANUARY, 2024",,,,
Gardevoir ex (PAF 029),Paldean-Fates,"0,06 €",2235,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gardevoir-ex-V1-PAF029,"26TH JANUARY, 2024",,,,
Iron Treads ex (PAF 066),Paldean-Fates,"0,02 €",2867,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Iron-Treads-ex-PAF066,"26TH JANUARY, 2024",,,,
Judge (PAF 228),Paldean-Fates,"0,05 €",1935,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Judge-PAF228,"26TH JANUARY, 2024",,"0,63 €","0,79 €","0,69 €"
Great Tusk ex (PAF 053),Paldean-Fates,"0,03 €",2783,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Great-Tusk-ex-PAF053,"26TH JANUARY, 2024",,,,
Espathra ex (PAF 006),Paldean-Fates,"0,05 €",2353,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Espathra-ex-V1-PAF006,"26TH JANUARY, 2024",,,,
Forretress ex (PAF 002),Paldean-Fates,"0,02 €",2794,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Forretress-ex-V1-PAF002,"26TH JANUARY, 2024",,,,
Toedscruel ex (PAF 005),Paldean-Fates,"0,02 €",2779,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Toedscruel-ex-V1-PAF005,"26TH JANUARY, 2024",,,,
Paldean Clodsire ex (PAF 059),Paldean-Fates,"0,02 €",2543,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Clodsire-ex-V1-PAF059,"26TH JANUARY, 2024",,,,
Professor's Research (PAF 087),Paldean-Fates,"0,02 €",7865,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Professors-Research-V1-PAF087,"26TH JANUARY, 2024",,,,
Electric Generator (PAF 079),Paldean-Fates,"0,02 €",15633,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Electric-Generator-PAF079,"26TH JANUARY, 2024",,,,
Nemona (PAF 229),Paldean-Fates,"0,02 €",2446,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nemona-V2-PAF229,"26TH JANUARY, 2024",,"0,62 €","0,68 €","0,65 €"
Artazon (PAF 076),Paldean-Fates,"0,02 €",14938,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Artazon-PAF076,"26TH JANUARY, 2024",,,,
Paldean Student (PAF 231),Paldean-Fates,"0,08 €",2740,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Student-V4-PAF231,"26TH JANUARY, 2024",,"0,49 €","0,62 €","0,56 €"
Gengar (PAF 057),Paldean-Fates,"0,02 €",12532,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gengar-PAF057,"26TH JANUARY, 2024",,,,
Paldean Student (PAF 230),Paldean-Fates,"0,04 €",2893,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Student-V3-PAF230,"26TH JANUARY, 2024",,"0,40 €","0,37 €","0,41 €"
Clive (PAF 227),Paldean-Fates,"0,02 €",3114,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Clive-V2-PAF227,"26TH JANUARY, 2024",,"0,37 €","0,28 €","0,39 €"
Mimikyu (PAF 037),Paldean-Fates,"0,02 €",7416,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mimikyu-V1-PAF037,"26TH JANUARY, 2024",,,,
Pikachu (PAF 018),Paldean-Fates,"0,02 €",17565,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pikachu-V1-PAF018,"26TH JANUARY, 2024",,,,
Pidgeot ex (PAF 221),Paldean-Fates,"4,00 €",426,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pidgeot-ex-PAF221,"26TH JANUARY, 2024",,,,
Moonlit Hill (PAF 081),Paldean-Fates,"0,02 €",20136,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Moonlit-Hill-PAF081,"26TH JANUARY, 2024",,,,
Mew ex (PAF 216),Paldean-Fates,"4,90 €",493,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mew-ex-V1-PAF216,"26TH JANUARY, 2024",,,,
Charmander (PAF 007),Paldean-Fates,"0,02 €",12466,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charmander-V1-PAF007,"26TH JANUARY, 2024",,,,
Charmeleon (PAF 008),Paldean-Fates,"0,02 €",12631,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charmeleon-V1-PAF008,"26TH JANUARY, 2024",,,,
Squawkabilly ex (PAF 223),Paldean-Fates,"0,70 €",744,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Squawkabilly-ex-V2-PAF223,"26TH JANUARY, 2024",,,,
Noivern ex (PAF 220),Paldean-Fates,"0,45 €",923,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Noivern-ex-V2-PAF220,"26TH JANUARY, 2024",,,,
Professor's Research (PAF 088),Paldean-Fates,"0,02 €",8509,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Professors-Research-V2-PAF088,"26TH JANUARY, 2024",,,,
Glimmora ex (PAF 218),Paldean-Fates,"0,20 €",1104,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Glimmora-ex-V1-PAF218,"26TH JANUARY, 2024",,,,
Gardevoir ex (PAF 233),Paldean-Fates,"40,00 €",246,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gardevoir-ex-V3-PAF233,"26TH JANUARY, 2024",,,,
Forretress ex (PAF 212),Paldean-Fates,"0,30 €",1082,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Forretress-ex-V2-PAF212,"26TH JANUARY, 2024",,,,
Espathra ex (PAF 214),Paldean-Fates,"0,20 €",1085,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Espathra-ex-V2-PAF214,"26TH JANUARY, 2024",,,,
Xatu (PAF 026),Paldean-Fates,"0,02 €",8683,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Xatu-V1-PAF026,"26TH JANUARY, 2024",,,,
Charizard ex (PAF 234),Paldean-Fates,"85,00 €",263,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charizard-ex-V2-PAF234,"26TH JANUARY, 2024",,,,
Wigglytuff ex (PAF 222),Paldean-Fates,"0,40 €",1045,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Wigglytuff-ex-PAF222,"26TH JANUARY, 2024",,,,
Haunter (PAF 056),Paldean-Fates,"0,02 €",13697,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Haunter-PAF056,"26TH JANUARY, 2024",,,,
Iono (PAF 237),Paldean-Fates,"14,99 €",424,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Iono-V2-PAF237,"26TH JANUARY, 2024",,,,
Frigibax (PAF 017),Paldean-Fates,"0,02 €",14251,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Frigibax-V1-PAF017,"26TH JANUARY, 2024",,,,
Paldean Clodsire ex (PAF 219),Paldean-Fates,"0,39 €",997,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Clodsire-ex-V2-PAF219,"26TH JANUARY, 2024",,,,
Exeggutor (PAF 024),Paldean-Fates,"0,02 €",9737,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Exeggutor-PAF024,"26TH JANUARY, 2024",,,,
Atticus (PAF 077),Paldean-Fates,"0,02 €",19559,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Atticus-PAF077,"26TH JANUARY, 2024",,,,
Alakazam ex (PAF 215),Paldean-Fates,"0,45 €",722,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Alakazam-ex-PAF215,"26TH JANUARY, 2024",,,,
Gardevoir ex (PAF 217),Paldean-Fates,"1,20 €",587,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gardevoir-ex-V2-PAF217,"26TH JANUARY, 2024",,,,
Mew ex (PAF 232),Paldean-Fates,"85,00 €",189,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mew-ex-V2-PAF232,"26TH JANUARY, 2024",,,,
Nemona (PAF 082),Paldean-Fates,"0,02 €",17776,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nemona-V1-PAF082,"26TH JANUARY, 2024",,,,
Ralts (PAF 027),Paldean-Fates,"0,02 €",14274,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ralts-V1-PAF027,"26TH JANUARY, 2024",,,,
Ceruledge (PAF 040),Paldean-Fates,"0,02 €",9504,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ceruledge-V1-PAF040,"26TH JANUARY, 2024",,,,
Annihilape (PAF 047),Paldean-Fates,"0,02 €",8637,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Annihilape-V1-PAF047,"26TH JANUARY, 2024",,,,
Noibat (PAF 068),Paldean-Fates,"0,02 €",14533,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Noibat-V1-PAF068,"26TH JANUARY, 2024",,,,
Raichu (PAF 019),Paldean-Fates,"0,02 €",9133,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Raichu-V1-PAF019,"26TH JANUARY, 2024",,,,
Nemona (PAF 238),Paldean-Fates,"2,99 €",461,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nemona-V3-PAF238,"26TH JANUARY, 2024",,,,
Heat Rotom (PAF 013),Paldean-Fates,"0,02 €",9994,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Heat-Rotom-PAF013,"26TH JANUARY, 2024",,,,
Technical Machine: Crisis Punch (PAF 090),Paldean-Fates,"0,02 €",20025,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Technical-Machine-Crisis-Punch-PAF090,"26TH JANUARY, 2024",,,,
Toedscruel ex (PAF 213),Paldean-Fates,"0,35 €",1002,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Toedscruel-ex-V2-PAF213,"26TH JANUARY, 2024",,,,
Gastly (PAF 055),Paldean-Fates,"0,02 €",13596,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gastly-PAF055,"26TH JANUARY, 2024",,,,
Kirlia (PAF 028),Paldean-Fates,"0,02 €",14603,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Kirlia-V1-PAF028,"26TH JANUARY, 2024",,,,
Cyclizar (PAF 070),Paldean-Fates,"0,02 €",9994,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Cyclizar-V1-PAF070,"26TH JANUARY, 2024",,,,
Magmortar (PAF 010),Paldean-Fates,"0,02 €",9673,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Magmortar-V1-PAF010,"26TH JANUARY, 2024",,,,
Nemona's Backpack (PAF 083),Paldean-Fates,"0,02 €",19087,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nemonas-Backpack-PAF083,"26TH JANUARY, 2024",,,,
Armarouge (PAF 015),Paldean-Fates,"0,02 €",9679,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Armarouge-V1-PAF015,"26TH JANUARY, 2024",,,,
Penny (PAF 239),Paldean-Fates,"6,45 €",515,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Penny-PAF239,"26TH JANUARY, 2024",,,,
Clive (PAF 078),Paldean-Fates,"0,02 €",19558,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Clive-V1-PAF078,"26TH JANUARY, 2024",,,,
Revavroom (PAF 065),Paldean-Fates,"0,02 €",8697,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Revavroom-V1-PAF065,"26TH JANUARY, 2024",,,,
Primeape (PAF 046),Paldean-Fates,"0,02 €",14683,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Primeape-V1-PAF046,"26TH JANUARY, 2024",,,,
Mabosstiff (PAF 063),Paldean-Fates,"0,02 €",9033,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mabosstiff-V1-PAF063,"26TH JANUARY, 2024",,,,
Houndstone (PAF 043),Paldean-Fates,"0,02 €",8844,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Houndstone-V1-PAF043,"26TH JANUARY, 2024",,,,
Gholdengo (PAF 067),Paldean-Fates,"0,02 €",9286,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gholdengo-PAF067,"26TH JANUARY, 2024",,,,
Lapras (PAF 016),Paldean-Fates,"0,02 €",14572,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Lapras-PAF016,"26TH JANUARY, 2024",,,,
Natu (PAF 025),Paldean-Fates,"0,02 €",14028,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Natu-V1-PAF025,"26TH JANUARY, 2024",,,,
Donphan (PAF 049),Paldean-Fates,"0,02 €",14538,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Donphan-PAF049,"26TH JANUARY, 2024",,,,
Lanturn (PAF 021),Paldean-Fates,"0,02 €",14426,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Lanturn-PAF021,"26TH JANUARY, 2024",,,,
Oinkologne (PAF 072),Paldean-Fates,"0,02 €",14808,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Oinkologne-V1-PAF072,"26TH JANUARY, 2024",,,,
Arven (PAF 235),Paldean-Fates,"7,00 €",283,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Arven-PAF235,"26TH JANUARY, 2024",,,,
Clive (PAF 236),Paldean-Fates,"3,70 €",494,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Clive-V3-PAF236,"26TH JANUARY, 2024",,,,
Cleffa (PAF 150),Paldean-Fates,"0,94 €",516,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Cleffa-PAF150,"26TH JANUARY, 2024",,,,
Charcadet (PAF 014),Paldean-Fates,"0,02 €",14651,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charcadet-V1-PAF014,"26TH JANUARY, 2024",,,,
Lechonk (PAF 071),Paldean-Fates,"0,02 €",14683,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Lechonk-V1-PAF071,"26TH JANUARY, 2024",,,,
Paldean Student (PAF 085),Paldean-Fates,"0,02 €",18618,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Student-V1-PAF085,"26TH JANUARY, 2024",,,,
Mankey (PAF 045),Paldean-Fates,"0,02 €",14567,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mankey-V1-PAF045,"26TH JANUARY, 2024",,,,
Exeggcute (PAF 023),Paldean-Fates,"0,02 €",14458,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Exeggcute-PAF023,"26TH JANUARY, 2024",,,,
Clobbopus (PAF 051),Paldean-Fates,"0,02 €",14755,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Clobbopus-PAF051,"26TH JANUARY, 2024",,,,
Mime Jr. (PAF 031),Paldean-Fates,"0,02 €",14314,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mime-Jr-V1-PAF031,"26TH JANUARY, 2024",,,,
Magmar (PAF 009),Paldean-Fates,"0,02 €",15046,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Magmar-PAF009,"26TH JANUARY, 2024",,,,
Tandemaus (PAF 073),Paldean-Fates,"0,02 €",14667,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Tandemaus-V1-PAF073,"26TH JANUARY, 2024",,,,
Phanpy (PAF 048),Paldean-Fates,"0,02 €",14399,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Phanpy-PAF048,"26TH JANUARY, 2024",,,,
Grapploct (PAF 052),Paldean-Fates,"0,02 €",14430,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Grapploct-PAF052,"26TH JANUARY, 2024",,,,
Scraggy (PAF 060),Paldean-Fates,"0,02 €",14978,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Scraggy-PAF060,"26TH JANUARY, 2024",,,,
Gimmighoul (PAF 044),Paldean-Fates,"0,02 €",14831,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gimmighoul-PAF044,"26TH JANUARY, 2024",,,,
Maushold (PAF 074),Paldean-Fates,"0,02 €",14323,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Maushold-V1-PAF074,"26TH JANUARY, 2024",,,,
Dedenne (PAF 036),Paldean-Fates,"0,02 €",13797,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Dedenne-PAF036,"26TH JANUARY, 2024",,,,
Camerupt (PAF 012),Paldean-Fates,"0,02 €",14888,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Camerupt-PAF012,"26TH JANUARY, 2024",,,,
Numel (PAF 011),Paldean-Fates,"0,02 €",15015,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Numel-PAF011,"26TH JANUARY, 2024",,,,
Swoobat (PAF 033),Paldean-Fates,"0,02 €",14746,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Swoobat-PAF033,"26TH JANUARY, 2024",,,,
Paldean Wooper (PAF 058),Paldean-Fates,"0,02 €",14524,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Wooper-V1-PAF058,"26TH JANUARY, 2024",,,,
